id;nama;propinsi;kab;alamat;jenis;kelas;status_blu;kepemilikan;total_tempat_tidur;total_layanan;total_tenaga_kerja
5318002;RS Umum Daerah Aeramo Kabupaten Nagekeo;Nusa Tenggara Timur;Nagekeo;Desa Aeramo, Kecamatan Aesesa Kabupaten Nagekeo;Rumah Sakit Umum;C;BLUD;Pemkab;103;16;138
5320013;RS Pratama Raijua;Nusa Tenggara Timur;Sabu Raijua;Kelurahan Ledeunu Kecamatan Raijua, Kabupaten Sabu Raijua;Rumah Sakit Umum;Belum Ditetapkan;Non BLU/BLUD;Pemkab;30;4;0
5303024;RS Umum Daerah Rote Ndao Ba'a ;Nusa Tenggara Timur;Rote Ndao; Jl. Prof. Adrianus Mooy, Kel. Mokdale, Kec. Lobalain, Kab. Rote Ndao;Rumah Sakit Umum;C;Non BLU/BLUD;Pemkab;110;22;217
5316003;RS Umum Daerah Waibakul;Nusa Tenggara Timur;Sumba Tengah;Jl. Lintas Waihibur Desa Umbu Mamijuk Kecamatan Umbu Ratu Nggay Barat Kabupaten Sumba Tengah;Rumah Sakit Umum;D;Non BLU/BLUD;Pemkab;83;22;160
5307010;RS Daerah Kalabahi;Nusa Tenggara Timur;Alor;Jl. Dr Soetomo No 08 Kelurahan Kalabahi Kota Kec. Teluk Mutiara  Kab. Alor;Rumah Sakit Umum;C;Non BLU/BLUD;Pemkab;121;31;596
6102012;RS Umum Daerah Drs. Jacobus Luna, M.Si Kabupaten Bengkayang;Kalimantan Barat;Bengkayang;Jl. Sanggau Ledo No. 20, Desa/Kelurahan Sebalo, Kec. Bengkayang, Kab. Bengkayang;Rumah Sakit Umum;C;BLUD;Pemkab;104;27;213
6172135;RS Umum Sa'adah;Kalimantan Barat;Kota Singkawang;Jl. Gunung Merapi No.03 RT 030 RW 012, Pasiran, Singkawang Barat;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;88;20;0
6109023;RS Pratama Tamongokng Naga Lantai;Kalimantan Barat;Sekadau;Jl. Raya Landau Apin - Tembaga, Desa Landau Apin Kec. Nanga Mahap;Rumah Sakit Umum;D PRATAMA;Non BLU/BLUD;Pemkab;36;15;0
6112135;RS Angkatan Udara dr. Mohammad Sutomo;Kalimantan Barat;Kubu Raya;Jl. Raya Kuala Dua No. 2 Kab. Kubu Raya;Rumah Sakit Umum;C;Non BLU/BLUD;TNI AU;64;27;94
6112003;RS Umum Daerah Kabupaten Kubu Raya;Kalimantan Barat;Kubu Raya;Jl. Jenderal Sudirman Kec. Rasau Jaya Kubu Raya 78381;Rumah Sakit Umum;D;BLUD;Pemkab;50;27;126
6171136;RS Ibu dan Anak Nabasa Pontianak;Kalimantan Barat;Kota Pontianak;Jl. Sungai Raya Dalam No. 65, Bangka Belitung Darat, Pontianak Tenggara, Kota Pontianak, Provinsi Kalimantan Barat;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;38;28;103
6101033;RS Umum Daerah Pemangkat;Kalimantan Barat;Sambas; Jalan. Abdul Kadir Kasim No. 20 Pemangkat;Rumah Sakit Umum;C;BLUD;Pemkab;195;58;387
6171155;RS Umum Medika Djaya;Kalimantan Barat;Kota Pontianak;Jl. Parit H. Husin 1 Blok MD No. 1, Kec. Pontianak Tenggara, Kota Pontianak, Provinsi Kalimantan Barat;Rumah Sakit Umum;D;Non BLU/BLUD;Perusahaan;97;29;0
6109012;RS Umum Daerah Sekadau;Kalimantan Barat;Sekadau;Jalan Merdeka Timur KM.6 Desa Mungguk, Kecamatan Sekadau Hilir, Kabupaten Sekadau, Provinsi Kalimantan Barat. Kode Pos. 79582;Rumah Sakit Umum;C;BLUD;Pemkab;104;26;343
6171141;RS Mitra Medika Pontianak;Kalimantan Barat;Kota Pontianak;Jl. Sultan Abdurrahman No. 25 Kel. Sungai Bangkong Kec. Pontianak Kota;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;137;56;394
6104014;RS Umum Daerah Dr. Rubini Mempawah;Kalimantan Barat;Mempawah;Jalan Dr. Rubini, Desa/Kelurahan Kuala Secapah, Kec. Mempawah Hilir, Kab. Mempawah, Provinsi Kalimantan Barat, Kode Pos : 78914;Rumah Sakit Umum;C;BLUD;Pemkab;168;72;325
6106021;RS Ibu dan Anak Permata Bunda;Kalimantan Barat;Ketapang;Jl. Brigjen Katamso No 7 Sukaharja Kec. Delta Pawan Ketapang;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;Perusahaan;30;14;116
6110016;RS Umum Daerah Belimbing;Kalimantan Barat;Melawi;Jl. PMKS PT. SDK 1,Desa Batu Buil Kecamatan Belimbing Kabupaten Melawi Provinsi Kalimantan Barat;Rumah Sakit Umum;D;BLUD;Pemkab;50;17;7
6102055;RS Umum Bethesda Serukam;Kalimantan Barat;Bengkayang;Jl. Raya Bengkayang Km.48, Desa Pasti Jaya, Kec. Samalantan;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Protestan;126;28;211
6171011;RS Umum Daerah Dr. Soedarso Pontianak;Kalimantan Barat;Kota Pontianak;Jl. dr. Soedarso No.1, Kel.Bangka Belitung Kec. Pontianak Tenggara, Kota Pontianak, Kalimantan Barat;Rumah Sakit Umum;A;BLUD;Pemprop;584;50;1241
6105028;RS Umum Sentra Medika Sanggau;Kalimantan Barat;Sanggau;JL. Cempaka Kelurahan Ilir Kota RT 014/RW 003 Kecamatan Kapuas Kab. Sanggau;Rumah Sakit Umum;D;Non BLU/BLUD;Perusahaan;53;21;111
6171156;RS Umum Daerah Pontianak Utara;Kalimantan Barat;Kota Pontianak;Jl. Khatulistiwa No. 151 Kel. Siantan Hilir, Kec. Pontianak Utara;Rumah Sakit Umum;D;Non BLU/BLUD;Pemkot;50;16;0
6105031;RS Umum Daerah Temenggung Gergaji;Kalimantan Barat;Sanggau;Jl. Lintas Sekayam Desa Kenaman Kecamatan Sekayam Kabupaten Sanggau;Rumah Sakit Umum;D;Non BLU/BLUD;Pemkab;54;13;80
6172002;RS Ibu dan Anak Wempe Singkawang;Kalimantan Barat;Kota Singkawang;Jln. Gunung Sari No. 10 Kelurahan Pasiran, Kecamatan Singkawang Barat, Kota Singkawang;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;29;9;55
6105026;RS Parindu;Kalimantan Barat;Sanggau;Jl Raya Desa Binjai Kec.Tayan Hulu Kab. Sanggau Kalimantan Barat 78562;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;100;24;109
6101137;RS Umum Daerah Teluk Keramat;Kalimantan Barat;Sambas;Dusun Tambangan RT. 001 RW. 002 Desa Puringan Kecamatan Teluk Keramat Kabupaten Sambas Kalimantan Barat ;Rumah Sakit Umum;D;Non BLU/BLUD;Pemkab;32;18;91
6110015;RS Umum Kasih Bunda Jaya Nanga Pinoh;Kalimantan Barat;Melawi;Jl. Juang Km. 2 Dusun Tanah Tinggi Desa Tanjung Niaga Kecamatan Nanga Pinoh Kabupaten Melawi Provinsi Kalimantan Barat;Rumah Sakit Umum;D;Non BLU/BLUD;Perusahaan;56;33;75
6107038;RS Jiwa Sudiyanto;Kalimantan Barat;Sintang;Jl. Adi Sucipto No. 41, RT. 3 RW. 1, Kel. Tanjung Puri, Kec. Sintang;Rumah Sakit Khusus Jiwa;C;Non BLU/BLUD;Pemkab;36;25;0
6172113;RS Umum Santo Vincentius Singkawang;Kalimantan Barat;Kota Singkawang;Jl. P. Diponegoro No. 5 Singkawang;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Katholik;194;32;416
6171033;RS Umum St. Antonius Pontianak;Kalimantan Barat;Kota Pontianak;Jl. KH. Wahid Hasyim No. 249 Pontianak;Rumah Sakit Umum;B;Non BLU/BLUD;Organisasi Sosial;240;79;1138
6107027;RS Umum Sayang Ibu Sintang;Kalimantan Barat;Sintang;Jl. Lintas Melawi No. 32 Sintang;Rumah Sakit Umum;D;Non BLU/BLUD;Perusahaan;21;14;24
6106020;RS Fatima Ketapang;Kalimantan Barat;Ketapang;Jl. Jend. Sudirman No.27 Ketapang;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Katholik;135;61;440
6112002;RS Ibu dan Anak Anugrah;Kalimantan Barat;Kubu Raya;Jl. Sungai Raya No. 43, Kecamatan Sungai Raya;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;Perusahaan;50;24;116
6107022;RS Tk. IV 12.07.02 Sintang;Kalimantan Barat;Sintang;Jl. MT Haryono KM.3 RT 16 RW 5 Kelurahan Kapuas Kanan Hulu Kec. Sintang Kab. Sintang;Rumah Sakit Umum;D;Non BLU/BLUD;TNI AD;98;31;30
6171085;RS Bersalin Jeumpa;Kalimantan Barat;Kota Pontianak;Jl. Sultan Syarif Abdurrahman No. 54, Akcaya, Kec. Pontianak Selatan;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;Perusahaan;33;14;122
6101135;RS Santa Elisabeth;Kalimantan Barat;Sambas;Jl. Gusti Hamzah RT 007 RW 004, Desa/Kelurahan Durian, Kec. Sambas, Kab. Sambas, Provinsi Kalimantan Barat, Kode Pos : 79462;Rumah Sakit Umum;D;Non BLU/BLUD;Organisasi Katholik;58;17;70
6171124;RS Anugerah Bunda Khatulistiwa;Kalimantan Barat;Kota Pontianak;Jl. Ahmad Yani Pontianak Tenggara;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;105;35;281
6101022;RS Umum Daerah Sambas;Kalimantan Barat;Sambas;Jl. Pendidikan no 300 Kecamatan Sambas Kabupaten Sambas Propinsi Kalimantan Barat;Rumah Sakit Umum;C;BLUD;Pemkab;182;42;188
6171139;RS Universitas Tanjungpura;Kalimantan Barat;Kota Pontianak;Jl. Profesor Dokter H. Hadari Nawawi, Bansir Laut, Kec. Pontianak Tenggara, Kota Pontianak, Kalimantan Barat 78115;Rumah Sakit Umum;C;BLU;Kementerian Lain;104;70;100
6108011;RS Umum Daerah dr. Achmad Diponegoro Putussibau;Kalimantan Barat;Kapuas Hulu;Jl.Kom Yos Sudarso No. 42 Putussibau Kabupaten Kapuas Hulu Provinsi Kalimantan Barat;Rumah Sakit Umum;C;BLUD;Pemkab;100;24;527
6171067;RS Bhayangkara Pontianak ;Kalimantan Barat;Kota Pontianak;Jl. K. S. Tubun 14 Pontianak ;Rumah Sakit Umum;C;BLU;POLRI;120;97;124
6103013;RS Umum Daerah Kabupaten Landak;Kalimantan Barat;Landak;Jl. Raya Ngabang Sanggau No.109 Kecamatan Ngabang Kabupaten Landak;Rumah Sakit Umum;C;BLUD;Pemkab;116;30;277
6171138;RS Umum Daerah Sultan Syarif  Mohammad Alkadrie;Kalimantan Barat;Kota Pontianak;Jl. Komodor Yos Sudarso Pontianak;Rumah Sakit Umum;C;BLUD;Pemkot;168;39;372
6172044;RS Tk. IV 12.07.01 Singkawang;Kalimantan Barat;Kota Singkawang;Jl. Perwira No. H15 Singkawang;Rumah Sakit Umum;D;Non BLU/BLUD;TNI AD;72;29;142
6110012;RS Umum Daerah Kabupaten Melawi;Kalimantan Barat;Melawi;Jl. Kelakik KM. 4 Nanga Pinoh Kabupaten Melawi;Rumah Sakit Umum;C;BLUD;Pemkab;100;25;305
6110013;RS Umum Citra Husada Nanga Pinoh;Kalimantan Barat;Melawi;Jln. Dharma Bakti No. 45 C Nanga Pinoh;Rumah Sakit Umum;D;Non BLU/BLUD;Perusahaan;70;23;58
6108012;RS Umum Daerah Badau;Kalimantan Barat;Kapuas Hulu;Jl. Lintas Badau Na.Kantuk Dusun Perumbang Desa Kekurak, Kec. Badau;Rumah Sakit Umum;D;Non BLU/BLUD;Pemkab;50;17;27
6105015;RS Umum Daerah M. Th. Djaman Sanggau;Kalimantan Barat;Sanggau;Jl. Jend Sudirman Sanggau, Kecamatan Kapuas, Kabupaten Sanggau, Provinsi Kalimantan Barat;Rumah Sakit Umum;C;BLUD;Pemkab;170;30;716
6107025;RS Umum Anugrah Bunda Jaya Sintang;Kalimantan Barat;Sintang;Jl. MT. Haryono RT 11 RW 03 Kelurahan Kapuas Kanan Hulu Sintang;Rumah Sakit Umum;D;Non BLU/BLUD;Perusahaan;52;34;31
6107024;RS Ibu dan Anak Bujang Dara Sintang;Kalimantan Barat;Sintang;Jln. Muhammad Saad RT 003 RW 004  Kelurahan Tanjung Puri Sintang;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;Perusahaan;27;28;33
6172066;RS Jiwa Provinsi Kalimantan Barat;Kalimantan Barat;Kota Singkawang; Jl. Raya Singkawang Bengkayang KM 15 Singkawang;Rumah Sakit Khusus Jiwa;B;BLUD;Pemprop;700;24;379
6171022;RS Tk. II Kartika Husada Kes.Dam XII Tanjungpura;Kalimantan Barat;Kubu Raya;Jl. Adi Sucipto KM 6.5 Sei Raya Kubu Raya;Rumah Sakit Umum;C;BLU;TNI AD;175;31;19
6111002;RS Umum Daerah Sultan Muhammad Jamaludin I;Kalimantan Barat;Kayong Utara;Jl. Provinsi Sukadana, Teluk Batang, Dusun Senebing RT. 03/ RW.1 Desa Harapan Mulia Kecamatan Su;Rumah Sakit Umum;C;BLUD;Pemkab;103;24;210
6106016;RS Umum Daerah Dr. Agoesdjam Ketapang;Kalimantan Barat;Ketapang;Jl. Panjaitan No.51 Ketapang;Rumah Sakit Umum;C;BLUD;Pemkab;200;69;419
6108014;RS Umum Daerah Semitau;Kalimantan Barat;Kapuas Hulu;Jl. Suhaid Semitau;Rumah Sakit Umum;D;Non BLU/BLUD;Pemkab;49;25;63
6107026;RS Umum Daerah Serawai;Kalimantan Barat;Sintang;Jl. H. Baijoeri Desa Mekar Sari Kec. Serawai;Rumah Sakit Umum;D;BLUD;Pemkab;26;16;52
6172124;RS Umum Harapan Bersama Singkawang;Kalimantan Barat;Kota Singkawang;Jl. P. Belitung No. 61 Singkawang;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;170;35;399
6103024;RS Pratama Kabupaten Landak;Kalimantan Barat;Landak;Jl. Jurusan Anjungan Bengkayang Desa Tunang Kec. Mempawah Hulu;Rumah Sakit Umum;D PRATAMA;Non BLU/BLUD;Pemkab;63;14;0
6171140;RS Umum Kharitas Bhakti;Kalimantan Barat;Kota Pontianak;JL. Siam No.153 Pontianak;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;77;53;173
6171113;RS Islam Yarsi Pontianak;Kalimantan Barat;Kota Pontianak;Jl. Tanjung Raya II Kel. Tambelan Sampit, Kec. Pontianak Timur, Kota Pontianak, Kalimantan Barat;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Islam ;129;22;187
6172011;RS Umum Daerah Dr. Abdul Aziz Singkawang;Kalimantan Barat;Kota Singkawang;Jl. Dr Soetomo No. 28, Singkawang;Rumah Sakit Umum;B;BLUD;Pemkot;236;53;657
6171078;RS Pro Medika Pontianak;Kalimantan Barat;Kota Pontianak;Jl. Gusti Sulung Lelanang Blok EA No. 2-5 Kota Pontianak;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;57;23;154
6107010;RS Umum Daerah Ade Muhammad Djoen Sintang ;Kalimantan Barat;Sintang;Jl. Y.C. Oevang Oeray, No. 1  Desa Sungai Ana, Kec. Sintang, Kab. Sintang Kec. Sintang;Rumah Sakit Umum;B;BLUD;Pemkab;204;140;455
6271028;RS Ibu dan Anak Yasmin Palangka Raya;Kalimantan Tengah;Kota Palangka Raya;Jl. Tjilik Riwut Km. 1,5 No. 04 RT. 004 RW. 004 Kelurahan Palangka, Kecamatan Jekan Raya, Kota Palangka Raya, Provinsi Kalimantan Tengah 73112;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;45;26;81
6271080;RS Advent Palangkaraya;Kalimantan Tengah;Kota Palangka Raya;Jl. Diponegoro No. 24/26 Kel. Langkai Kec. Pahandut Kota Palangkaraya;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;51;47;0
6271024;RS Islam PKU Muhammadiyah Palangka Raya;Kalimantan Tengah;Kota Palangka Raya;Jl. RTA. Milono KM. 2,5, Desa/Kelurahan Menteng, Kec. Jekan Raya, Kota Palangka Raya, Provinsi Kalimantan Tengah, Kode Pos : 73112;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Islam ;104;39;261
6213022;RS Umum Daerah Puruk Cahu;Kalimantan Tengah;Murung Raya;Jl. A. Yani No. 01, Puruk Cahu;Rumah Sakit Umum;C;BLUD;Pemkab;155;35;344
6202013;RS Umum Daerah Dr Murjani Sampit;Kalimantan Tengah;Kotawaringin Timur;  Jl. H M Arsyad No. 65 Sampit;Rumah Sakit Umum;B;BLUD;Pemkab;302;89;695
6207012;RS Umum Daerah Kabupaten Lamandau;Kalimantan Tengah;Lamandau;Jl. Trans Kalimantan KM.04, Desa Kujan, Kec. Bulik;Rumah Sakit Umum;C;BLUD;Pemkab;150;23;193
6203015;RS Umum Daerah Dr. H. Soemarno Sosroaatmojo;Kalimantan Tengah;Kapuas;Jl. Tambun Bungai  No. 16 Kuala Kapuas;Rumah Sakit Umum;C;BLUD;Pemkab;175;32;568
6210015;RS Umum Daerah Pulang Pisau;Kalimantan Tengah;Pulang Pisau;Jl. W.A.D Duha Komplek Perkantoran Kab. Pulang Pisau  Provinsi Kalimantan Tengah;Rumah Sakit Umum;C;BLUD;Pemkab;145;19;193
6201027;RS Umum Daerah Kutaringin;Kalimantan Tengah;Kotawaringin Barat;Jl. Danau Gatal, Diung, RT 007, Kel. Kotawaringin Hulu;Rumah Sakit Umum;D PRATAMA;Non BLU/BLUD;Pemkab;30;16;0
6204016;RS Umum Daerah Jaraga Sasameh;Kalimantan Tengah;Barito Selatan;Jl. Patianom Nomor 6 Buntok Kode Pos.737112 Kalimantan Tengah Telepon (0525) 21261 Faksimile (0525) ;Rumah Sakit Umum;C;BLUD;Pemkab;147;33;313
6271026;RS Umum Daerah Palangka Raya;Kalimantan Tengah;Kota Palangka Raya;Jl. Mahir Mahar Km. 18.5 Kel. Kalampangan, Kec. Sebangau, Kota Palangka Raya,  Provinsi Kalimantan Tengah;Rumah Sakit Umum;C;BLUD;Pemkot;107;27;360
6271068;RS Jiwa Kalawa Atei;Kalimantan Tengah;Pulang Pisau;Jl. Trans P. Raya - Kuala Kurun KM. 16 Desa Bukit Rawi;Rumah Sakit Khusus Jiwa;B;BLUD;Pemprop;84;36;87
6271023;RS Tk. IV Palangkaraya;Kalimantan Tengah;Kota Palangka Raya;   Jl. Diponegoro No.55 Palangkaraya Kalteng;Rumah Sakit Umum;D;Non BLU/BLUD;TNI AD;60;28;50
6271029;RS Permata Hati;Kalimantan Tengah;Kota Palangka Raya;Jl. Beliang No.21 RT 001 RW 022 Kelurahan Palangka Kecamatan Jekan Raya Kota Palangka Raya Provinsi Kalimantan Tengah 73112;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;51;37;138
6201016;RS Umum Harapan Insani;Kalimantan Tengah;Kotawaringin Barat;Jl. Iskandar No. 88 RT. 07 Kelurahan Madurejo Kecamatan Arut Selatan Kabupaten Kotawaringin Barat Provinsi Kalimantan Tengah;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;54;29;99
6205011;RS Umum Daerah Muara Teweh;Kalimantan Tengah;Barito Utara;   Jl. Yetro Sinseng Muara Teweh No. 2 Muara Teweh, Kelurahan Lanjas, Kecamatan Teweh Tengah, Kabupaten Barito Utara, Provinsi Kalimantan Tengah;Rumah Sakit Umum;C;BLUD;Pemkab;147;30;455
6211016;RS Pratama Tumbang Talaken;Kalimantan Tengah;Gunung Mas;Jl. L. I. Nuhan. Tumbang Talaken, Kelurahan Tumbang Talaken, Kecamatan Manuhing, Kabupaten Gunung Mas, Provinsi Kalimantan Tengah Kode pos 74562;Rumah Sakit Umum;D PRATAMA;Non BLU/BLUD;Pemkab;0;7;0
6201012;RS Umum Daerah Sultan Imanuddin;Kalimantan Tengah;Kotawaringin Barat;Jl. Sutan Syahrir No 17  Kelurahan Madurejo, Kecamatan Arut Selatan;Rumah Sakit Umum;B;BLUD;Pemkab;235;119;254
6207033;RS Umum Daerah Sukamara;Kalimantan Tengah;Sukamara; Jl. Tjilik Riwut Km 5,5 Nomor 35 Sukamara   ;Rumah Sakit Umum;C;BLUD;Pemkab;104;32;334
6209024;RS Umum Daerah  Mas Amsyar Kasongan;Kalimantan Tengah;Katingan; Jl. Tjilik Riwut No.1,Kasongan, Kelurahan Kasongan Lama, Kecamatan Katingan Hilir, Kabupaten Katingan, Provinsi Kalimantan Tengah;Rumah Sakit Umum;C;BLUD;Pemkab;117;30;148
6271025;RS Bhayangkara Palangka Raya;Kalimantan Tengah;Kota Palangka Raya;Jl. Ahmad Yani No. 22;Rumah Sakit Umum;C;BLU;POLRI;101;68;199
6208014;RS Umum Daerah Kuala Pembuang;Kalimantan Tengah;Seruyan;Jl. A. Yani No.30 Kelurahan Kuala Pembuang Satu, Kecamatan Seruyan Hilir, Kabupaten Seruyan, Provinsi Kalimantan Tengah;Rumah Sakit Umum;C;BLUD;Pemkab;105;43;337
6271030;RS Siloam Palangka Raya;Kalimantan Tengah;Kota Palangka Raya;Jl. RTA Milono KM. 4 No. 425;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;102;51;190
6201013;RS Citra Husada Pangkalan Bun;Kalimantan Tengah;Kotawaringin Barat;Jl. Malijo No.RT.14, Madurejo, Kec. Arut Sel., Kabupaten Kotawaringin Barat, Kalimantan Tengah 74181;Rumah Sakit Umum;D;Non BLU/BLUD;Perusahaan;52;46;48
6211026;RS Umum Daerah Kuala Kurun;Kalimantan Tengah;Gunung Mas;Jl. Jend. A. Yani No. 43 Kuala Kurun Kab. Gunung Mas;Rumah Sakit Umum;C;BLUD;Pemkab;96;28;283
6202025;RS Kelas D Pratama Parenggean;Kalimantan Tengah;Kotawaringin Timur;Jl. Lesa  No. 39 RT 001 / RW 001, Desa Bajarau, Kecamatan Parenggean Kabupaten Kotawaringin Timur Kalimantan Tengah;Rumah Sakit Umum;D PRATAMA;BLUD;Pemkab;0;10;38
6209035;RS Pratama Tumbang Samba;Kalimantan Tengah;Katingan;Jl. Tumbang Samba Pundu KM. 2.5 Katingan Tengah;Rumah Sakit Umum;D PRATAMA;Non BLU/BLUD;Pemkab;40;4;0
6271012;RS Umum Daerah Dr. Doris Sylvanus Palangka Raya;Kalimantan Tengah;Kota Palangka Raya;Jl. Tambun Bungai No.4 Palangkaraya;Rumah Sakit Umum;B;BLUD;Pemprop;365;55;1372
6271027;RS Primaya Betang Pambelum;Kalimantan Tengah;Kota Palangka Raya;Jl. Tjilik Riwut Km 6.5 RT. 002 RW. 011;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;116;58;255
6271031;RS Ibu dan Anak Bunda Palangkaraya;Kalimantan Tengah;Kota Palangka Raya;Jl. George Obos No. 29 RT. 004 RW.002 Kelurahan Menteng Kecamatan Jekan Raya Kota Palangka Raya Provinsi Kalimantan Tengah;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;76;17;33
6208013;RS Umum Daerah Hanau;Kalimantan Tengah;Seruyan;Jl. Sampit Pangkalan Bun Km.142 Pembuang Hulu kec. Hanau Kab. Seruyan Provinsi Kalimantan Tengah;Rumah Sakit Umum;C;BLUD;Pemprop;101;21;237
6212020;RS Umum Daerah Tamiang Layang;Kalimantan Tengah;Barito Timur;Jl. Nansarunai Tamiang Layang No. 62 Kecamatan Dusun Timur  Kabupaten Barito Timur Provinsi Kalimantan Tengah ;Rumah Sakit Umum;C;BLUD;Pemkab;122;61;304
6301013;RS Umum Daerah H. Boejasin Pelaihari;Kalimantan Selatan;Tanah Laut;Jl. A. Yani Km 68 Rt.006 Rw.003 Kel. Sarang Harang Kec. Pelaihari;Rumah Sakit Umum;C;BLUD;Pemkab;185;43;503
6371072;RS Umum Daerah Dr. H. Moch. Ansari Saleh;Kalimantan Selatan;Kota Banjarmasin;Jl Brigjend H. Hasan Basry No.1, Banjarmasin;Rumah Sakit Umum;B;BLUD;Pemprop;264;130;208
6301015;RS Borneo Citra Medika;Kalimantan Selatan;Tanah Laut;Jl A. Yani RT 7B RW 03 Kel. Angsau Kec. Pelaihari;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;156;34;229
6306025;RS Ibu dan Anak Permata Bunda;Kalimantan Selatan;Hulu Sungai Selatan;Jl. Jend. A. Yani No. 28 A Tumpang Talu Kelurahan Kandangan Barat Kecamatan Kandangan Kabupaten Hulu Sungai Selatan Provinsi Kalimantan Selatan Kode Pos 71213;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;26;27;23
6303027;RS Umum Pelita Insani;Kalimantan Selatan;Banjar;Jl. Sekumpul No. 66 Kelurahan Jawa, Kecamatan Martapura, Kabupaten Banjar, Provinsi Kalimantan Selatan;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;108;42;256
6303030;RS Umum Aveciena Medika;Kalimantan Selatan;Banjar;Jl. A. Yani Km.38, Kawasan Komersial Sekumpul, Kelurahan Jawa, Kecamatan Martapura, Kabupaten Banjar, Provinsi Kalimantan Selatan, 70614;Rumah Sakit Umum;D;Non BLU/BLUD;Perusahaan;47;29;50
6302026;RS Umum Daerah Sengayam;Kalimantan Selatan;Kota baru;Jl. Jenderal Sudirman KM. 425  Sengayam, Pamukan Barat, Kotabaru Kalimantan Selatan  72184;Rumah Sakit Umum;D;Non BLU/BLUD;Pemkab;52;20;0
6309014;RS Umum Daerah H. Badaruddin Kasim;Kalimantan Selatan;Tabalong;Jl. Tanjung Baru Desa Maburai Kecamatan Murung Pudak Kabupaten Tabalong Kode Pos 71571 Kalimantan Selatan;Rumah Sakit Umum;C;BLUD;Pemkab;169;27;36
6371155;RS Ibu dan Anak Annisa;Kalimantan Selatan;Kota Banjarmasin;Jl Jafri Zamzam No 56 RT  33 Banjarmasin;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;33;17;100
6311016;RS Umum Daerah Datu Kandang Haji;Kalimantan Selatan;Balangan;Jl. Lingkar Timur Km.1,7, Kelurahan Paringin Kota, Kecamatan Paringin, Kabupaten Balangan, Kalimantan Selatan ;Rumah Sakit Umum;C;BLUD;Pemkab;122;31;607
6372021;RS Umum Permata Husada Banjarbaru;Kalimantan Selatan;Kota Banjar baru;Jl. Ir. Pangeran M. Noor No. 50A RT/RW. 004/005, Kel. Sungai Ulin Kec. Banjarbaru Utara, Kota Banjarbaru, Provinsi Kalimantan Selatan;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;50;49;21
6303015;RS Umum Daerah Ratu Zalecha;Kalimantan Selatan;Banjar;Jl Menteri Empat Martapura Kabupaten Banjar Kalimantan Selatan;Rumah Sakit Umum;B;BLUD;Pemkab;272;49;833
6371130;RS Khusus Bedah Banjarmasin Siaga;Kalimantan Selatan;Kota Banjarmasin;Jl.Jend. Ahmad Yani KM.4,5 No.73 , Kel. Kebun Bunga, Kec. Banjarmasin Timur, Kota Banjarmasin, Provinsi Kalimantan Selatan, Kode Pos: 70235;Rumah Sakit Khusus Bedah;B;Non BLU/BLUD;SWASTA/LAINNYA;75;48;144
6372017;RS Umum Syifa Medika;Kalimantan Selatan;Kota Banjar baru;Jl. R.O Ulin No. 93 Kel. Loktabat Selatan, Kec. Banjarbaru Selatan Kota Banjarbaru Kalimantan Selatan;Rumah Sakit Umum;C;Non BLU/BLUD;Perorangan;174;60;126
